Content,Score,Feature,Heuristic
"App simplesmente não funciona! Quando tento logar fala pra eu fazer o reconhecimento facial, faço-o corretamente porém quando vai concluir apresenta uma mensagem de erro e pede pra refazer o reconhecimento facial, daí você vai tentar refazer e dá outra mensagem de erro falando que não foi possível autorizar meu acesso, ou seja, o app não deixa eu entrar pq não tem reconhecimento fácil mas o reconhecimento fácil não funciona. Conclusão: App mais desenvolvido.",1,F1 - User access,C5 - Error prevention
"Como tudo que se refere ao governo ser ridículo, está APP não seria diferente, não conecta, e quando raramente conecta da erro 0000 ou quando não dá este irritante erro, o reconhecimento facial simplesmente não funciona, sempre a mensagem ""nao foi possível reconhecimento facial, por favor tente novamente"" daí vc fica horas tentando até que trava novamente,,,, que lixo, dá impressão que foi desenvolvido justamente pra dar canseira e a população desistir de seus direitos...",1,F1 - User access,C5 - Error prevention
"Eu já havia atingido o nível ouro na versão anterior, porém, nessa versão nem se quer me logar eu consigo. Já pelo site consigo apenas visualizar meus dados básicos e, provavelmente perdi o que já tinha conquistado. Está cansativo demais ficar tentado logar e receber mensagens de erro o tempo todo, erro de credenciais e outros. Provavelmente isso implicará na consulta em relação ao dia ao qual fui agendado, tomara que resolvam o problema o quanto antes.",1,F1 - User access,C5 - Error prevention
"Tento entrar pelo App e não acontece nada. Entro pelo note e não dá opção de nenhum serviço. Só queria saber porque precisa evoluir de etapas na segurança ou credenciais para acesso. Qualquer banco consigo criar conta e gerenciar em poucos minutos. O que seria para facilitar a vida do cidadão simplesmente não tem lógica para tentar funcionar, e ainda assim não funciona. Poderiam assumir o erro e criar algo que seja útil.",1,F1 - User access,C5 - Error prevention
"Não consegui abrir. Só dá erro. Péssimo, já o segundo dia que estou tentando instalar e só dá erro. Tentar mais tarde. Não funciona.????????",1,F1 - User access,C5 - Error prevention
"Péssimo, na parte de senha e de biometria facial o app e site são horríveis. Na parte de biometria fácil aparece ""erro in code:-10"" e na parte de senha é tão complicado que eu esqueço a senha e o pior é que não tem como salvar. O acesso a esse sistema precisa seguir o exemplo do acesso as contas bancárias, vai ficar muito mais fácil para nós usuários . No mais o sistema é péssimo em tudo, principalmente na parte de recuperar senha. Minha mãe perdeu o encceja 22 pq não conseguiu recuperar senha.",1,F1 - User access,"C9 - Help users recognize, diagnose, and recover from errors"
"Horrível. Tentei fazer reconhecimento facial inúmeras vezes e nenhuma delas foi aceita. Mesmo com boa iluminação. Edit1 para a resposta: Querido, eu sou fotógrafo, tenha certeza que eu não tenho problemas com a qualidade da imagem. O problema da base de dados é de vocês. Eu não tenho nada a ver com isso. Só quero terminar a verificação da minha conta.",1,F1 - User access,"C9 - Help users recognize, diagnose, and recover from errors"
"O login não se mantém. Eu quase nunca uso o app (como é de se esperar) e nas as vezes em que preciso usar, gasto muito tempo com a identificação, CPF, senha e reconhecimento facial. Precisamos abrir o app e ele estar pronto pra usar. Fazer o login todas as vezes gasta tempo e desestimula. Engraçado que eu tenho mais de 90gb em aplicativos no celular mas apenas três dão esse problema: título de eleitor, gov.br e conectsus. Talvez você esteja certo, o app seja perfeito e eu não saiba fechar um app",1,F1 - User access,C6 - Recognition rather than recall
"Aplicativo fraco. As promessas são boas mas por exemplo: no menu principal a opção carteira só te permite cadastrar a CNH (deveria ser todos os documentos), só que nem isso funciona, você tem que baixar outro aplicativo (do DETRAN), cadastrar sua carteira lá e voltar para o aplicativo do GOV e ver que ele não cadastrou automaticamente como prometeu.",1,F5 - User data,C7 - Flexibility and efficiency of use
"Nunca avaliei mal um aplicativo, mas esse foi impossível não avaliar. Simplesmente nada funciona e não é possível passar pelo reconhecimento facial. É baixar e deletar. Nem faz sentido existir esse aplicativo na loja. Nada funciona. Em 18/5/22 tornei a precisar a utilizar o aplicativo e para minha surpresa nada continua funcionando. Pelo menos consegui resolver pelo site, mas espero nunca precisar do reconhecimento facial pra nada.",1,F3 - Proof of life,C0 - None heuristic
"Péssimo, horrível, estressante. Não indentifica o rosto de maneira nenhuma! Além de difícil acesso têm que ficar colocando o Cpf uma vida inteira. Fica impossível realizar o cadastro dessa forma. Pessimo desenvolvimento do app deveria ter uma forma mais fácil ja que têm essa falha.",1,F1 - User access,C6 - Recognition rather than recall
"Impossível acessar e nenhum FAQ com intuito real de resolver o problema do usuário. Cada hora é um erro diferente: falha de credenciais, biometria não encontrada, sistema Denatran não comunica com o aplicativo, TSE não disponibilizou dados do usuário... quer integrar tudo, mas não consegue integrar nada!",1,F1 - User access,C5 - Error prevention
"Agora diz que a versão está incompatível. Usei por vários dias. É só estresse esse app. Quase impossível navegar dentro desse app. Se a pessoa quer saber Se têm direto ap pasep Por exemplo, umas 4 horas para configurar, colocar dados e até encontrar o ministério da econômica Enfim , muitas opções e nenhum suporte.",1,F2 - Public services,C7 - Flexibility and efficiency of use
"Faz dois dias que esse App não evolui para criar a conta, indica sempre outras opções para fazer o cadastro, ai vc idiota, vai lá nas opções e elas te indicam fazer o login primeiro pelo gov.br. Que nunca abre a tela para novo cadastro. Para novos cadastros, deveria ter um campo separado do login de entrada. O sistema está nitidamente corrompido. Mesmo assim tentei, e advinha, acabei bloqueado! Lamentável!",1,F1 - User access,C5 - Error prevention
"Droga de app, se foi feito pra ajudar, só atrapalha... desgraça. Quero pagar o DARF, não consigo...,porque não consigo fazer reconhecimento fácil, tentei várias vezes e não consegui, só amanhã. Absurdo. Tem que ter várias outras formas de se entrar no app. Já vi app ruim, essebateu o recorde. Erassssss",1,F1 - User access,C5 - Error prevention
"Ruim e mostra a incopetência do nosso estado no tocante a assuntos digitais. Primeiro não foi possível realizar meu cadastro pelo site simplesmente pq aparece direito na opção de logar sem aparecer a de criar a conta, e agora que tento fazê-lo pelo aplicativo este dá problema e não abre. Incrível acreditar que isso se trata de algo feito por um governo e não por um programador iniciante.",1,F1 - User access,C0 - None heuristic
"Horrível , o site pede para baixar para fazer verificação e um tal upgrade para Gold de confiança... confiança em que?! Mesmo tentando eles fazem por onde acessar conta de banco etc, diz que não é possível fazer reconhecimento sem nenhuma outra alternativa, e fica nesse loop... onde nada é possível de ser feito! Péssimo aplicativo",1,F1 - User access,C10 - Help and documentation
"Que coisa sem sentido, pede para fazer o reconhecimento facial, você segue o passo a passo de como tem que ser feito, quando você salva simplesmente da erro, não aparece nenhum feedback dizendo qual é o erro e você não tem acesso ao aplicativo por conta do mesmo não ter reconhecido sua fase kkkkkk pracaba mesmo querem fazer algo para facilitar e acabam dificultando tudo.",1,F1 - User access,C5 - Error prevention
"Horrível e ineficiente. Acham que a população brasileira tem todo tempo do mundo para instalar e reinstalar algo que não funciona. Depois de baixar, no mesmo dia, veio a msg que estava desatualizado, tentei atualizar e fica travado. Parece que estão testando nossa paciência ou querem que a gente desista do serviço buscado.",1,F0 - None feature,C0 - None heuristic
"Tava bem mas ficou ambicioso demais: só deixa logar em dispositivo novo se der reconhecimento facial (só pra alimentar a base de fotos própria)! E, pior, se logar num novo, desloga do que já tinha! ????? Mas minha conta já é Ouro e não darei, então perderam um usuário e quantos mais eu puder alertar pra saírem! A não ser que voltem atrás.",1,F0 - None feature,C0 - None heuristic
"O app não funciona. Não sai da tela inicial, não abre. Aparece a mensagem ""ocorreu um erro, tem mais tarde"", não sai disso. Já desinstalei e instalei novamente e nada de funcionar. Mais um app do governo que não funciona e trava sua vida, pois não apresentam outra alternativa. Péssimo desempenho.",1,F0 - None feature,"C9 - Help users recognize, diagnose, and recover from errors"
"Perde senha não funciona biometria, não funciona QR, só quando quer já tive que trocar a senha várias vezes desperdício de tempo pois o aplicativo deveria ser único, com todas os ministérios inclusos. FGTS, CTPS, SAÚDE a festa de apps são muitas e muitos desnecessário deveria ter alguém que gerisse isto de forma correta sem desperdício de dinheiro público.",1,F1 - User access,C10 - Help and documentation
"App ñ tem UTILIDADE ALGUMA p/ o usuário, já q ñ dispõe de serviços algum ao cidadão (como mencionado). Ele serve apenas p/ acesso ao CPF e a CNH, sem informações extras. O governo tem interesse em novas atualizações de reconhecimento fácial (aparência/idade). E, pasmo! Mesmo fazendo os NOVOS reconhecimentos faciais, ele ñ dispõe e/ou válida a ""PROVA DE VIDA"" como sendo algo checado. Absurdo! O reconhecimento facial não é suficiente para provar que você existe (mesmo sendo ""nível ouro""). Uma ??",1,F3 - Proof of life,C2 - Match between system and the real world
"Há meses tentando logar, mas não é possível, sempre o mesmo erro: ""Reconhecimento facial não realizado. Biometria facial não encontrada: não foi possível validar sua foto em nossas bases."" Ao apresentar este erro, o app simplesmente não permite que o login seja efetivado, impossibilidade completamente o uso do app. Tenho conta nível prata, biometria feita no TSE, já troquei senha, já busquei ajuda no site, e simplesmente não há o que ser feito! E não há a quem solicitar auxílio para o acesso, pois propositalmente não há contato algum para isso. Simplesmente não é possível contornar um erro do app, e não há a quem solicitar suporte.",1,F1 - User access,C10 - Help and documentation
"Não consigo abrir o aplicativo, pede quando é iniciado para atualizar e o aplicativo e o celular já estão atualizados e mesmo assim o aplicativo não funciona! Eu tive um problema durante a leitura do meu rosto onde ficou durante um dia sem poder tentar fazer a leitura novamente, após isso apenas é exibida essa mensagem de erro onde pede para atualizar o aplicativo e não há atualização para atualizar. Eu preciso de ajuda para que o aplicativo meu gov.br volte a funcionar! Aguardo uma solução!",1,F1 - User access,C10 - Help and documentation
"Outra reclamação é a questão do login. Você acaba de fazer login, logo que sai do APP para ir pra outro APP, o próprio já desconecta da conta te forçando a logar novamente todas as vezes que vc entrar. Isso é ruim. Se o aplicativo tivesse um esquema de colocar somente a senha da conta, como os aplicativos de banco faz, seria muito melhor. Ele já está conectado com o login gov (CPF) e só precisaria da senha para confirmar. Ajudaria muito.",1,F1 - User access,C6 - Recognition rather than recall
"Péssimo! app trava, demora a responder e fecha toda hora. Muito difícil para logar, quando é pra abrir o reconhecimento facial dá erro e fecha. Sem contar que o login precisa ser feito fora do app no navegador.",1,F1 - User access,C5 - Error prevention
"Péssimo aplicativo, pura enganação, não se consegue acesso a nada, não se tem informações claras para navegação, estou tentando aumentar a segurança da conta e não aceita o CEP no endereço, agora redirecionou para uma página que a autorização só dá erro. Gostaria de entender a útil de um aplicativo que não ajuda em nada ao usuário. Só nos faz perder tempo e dar dados pessoais que já nem sei se realmente estão seguros agora.",1,F5 - User data,C5 - Error prevention
"Totalmente desorganizado a pessoa tem que ""subir de nível"" pra ter determinados acessos mas logo na primeira parte de reconhecimento facial o aplicativo fica apresentando erro. Ao invés de ajudar esse aplicativo só tá atrasando a vida da pessoa.",1,F2 - Public services,C8 - Aesthetic and minimalist design
"Instalei o App - ao acessar, seleciono a opção ""entrar com gov.br"" - entro com meu CPF e ""continuar"" - escolho ""fazer reconhecimento facial"" - sigo as recomendações e após recebo a resposta "" reconhecimento facial realizado com sucesso"" - ao clicar em ""OK"" para continuar, vem a mensagem: ""Página não encontrada!"" no navegador, e o App retorna para a tela inicial. Se o reconhecimento foi confirmado, por que não me habilita o App? Já agradeço por um breve retorno, Alexandre",1,F1 - User access,C1 - Visibility of system status
"Esse aplicativo é péssimo, precisava da declaração do cadastro único e não consigo acessar, só dá erro, sem contar que não tem utilidade nenhuma.",1,F1 - User access,C5 - Error prevention
"APLICATIVO NÃO FUNCIONA, parece que já fazem isso justamente pra não termos acesso ao que precisamos para resolver problemas maiores. Tentei baixar no celular da minha mãe e não passa da tela inicial onde diz criar senha ( pede pra atualizar) e adivinha? NÃO tem onde atualizar. Tentei baixar no meu celular e simplesmente quando abro o ícone do app aparece OCORREU UM ERRO, TENTE MAIS TARDE. É um absurdo isso. Espero que resolvam meu problema!",1,F1 - User access,C3 - User control and freedom
"Aplicativo com erro no reconhecimento facial, o processo sempre apresenta erro. Se há a função de aumento de nível, deveria está funcionando corretamente. Espero que o erro seja solucionado em breve e que os usuários não sejam prejudicados por um erro do aplicativo.",1,F1 - User access,C5 - Error prevention
Lamentável um App que não funciona! Meu reconhecimento facial só apareceu uma vez. Já estou na terceira repescagem e não consigo sair do bronze. Nem os direitos do idoso são respeitados como prioridade. Acho que ao menos o saldo tinha que ser liberado na conta bronze. De fosse micharia como é a maioria nem perderia meu tempo! Porque só agora apareceu essa história do Bacen? Isso está me parecendo conatação política! Aguardo resposta lembrando que já é minha terceira repescagem. Aguardo,1,F5 - User data,C3 - User control and freedom
"Estou a uma semana tentando fazer um cadastro no gov, primeiro que o reconhecimento facial nunca dá certo, sigo as instruções e não reconhece, agora pede pra atualizar depois de atualizado fico horas esperando o app abrir e só aparece a palavra "" Aguarde"". Sinceramente esse app não ajuda em nada.",1,F1 - User access,C3 - User control and freedom
"Simplesmente app muito ruim, não consigo fazer a prova de vida do meu pai não reconhece já fiz em locais bem iluminando e msm assim não vai. E agora está falando para atualizar o app já atualizei e continua a mensagem para atualizar. Já desinstalei e instalei novamente e continua a mesma coisa. Péssimo app. O pior é que precisamos dele para muitas coisa e o app simplesmente não funciona.",1,F3 - Proof of life,C6 - Recognition rather than recall
"Instalei o app p cadastrar minha mãe que é pensionista do exército e acamada, cadastrei, tentei fazer a prova de vida, porém não avança no reconhecimento facial,o app pede p retornar no outro dia, até ai tudo certo, porém qd retorno ele pede p atualizar o app, faço atualização e não consigo concluir,estou tentando e não sai do AGUARDE, já tentei p outros aparelhos e não avanço. Desespero aqui,se não fizer essa prova de vida.",1,F3 - Proof of life,C1 - Visibility of system status
"Esse aplicativo é muito complicado. É todo cheio de ""nove horas""... Faz tempo que quero organizá-lo para nível prata, e só dá problema, página não abre, não reconhece o CPF, perde a conexão, ou então a conexão está falha e pede para ver minutos depois. Não tem um link que vá direto para o "" nível prata"". Eu hein! Muito complicado. Explica explica, mas prático no que deveria ser, NÃO é! Essa segurança em duas etapas que nunca deu certo! Tem dois dias que tento! Haja paciência! APLICATIVO HORRÍVEL",1,F1 - User access,C8 - Aesthetic and minimalist design
"E inútil, não faz sentido, mandam vc baixar o app para criar a conta, aí baixa e o app faz vc entrar em um site aí no site vc coloca o CPF e eles te mandam para o app se faz um reconhecimento fácil e te mando para o site de novo para colocar o CPF .... E assim por diante .... COMO CRIAR A CONTA SE APARENTEMENTE VC TEM QUE TER A CONTA PARA ENTRAR NO APP ?????",1,F1 - User access,C3 - User control and freedom
"Gente pq é tão difícil recuperar A senha?? Não tenho acesso ao e-mail que é apresentado, tento recuperar pelo formulário e nunca obtenho respostas, pelo Banco tbm não consegui, pelo TSE não aparece mais a opção, é um sentimento de impotência",1,F1 - User access,C3 - User control and freedom
"vcs fizeram tudo que podia ser feito para complicar. está muito ruím, sistema sobreposto a sistema e ainda essa coisa de juntar a tudo conta bancária. Muito perigoso, cheio de falhas, bugs...muito propício a roubo de informações e fraudes....separem os acessos, inss, gov.br, e outros vinculados ao gov.br....ajudem a proteger as informações e os aposentados e funcionários. ninguém merece uma coisa assim.",1,F1 - User access,C8 - Aesthetic and minimalist design
"App não funciona, não abre o ícone de aumentar o nível. Simplesmente não abre, quando abre.... para fazer identificação através dos bancos autorizados, o App não envia o código pelo SMS para dar continuidade, e por foto digital não esta disponível. Em fim.... Só é interessante para mídia. Na prática não funciona.",1,F1 - User access,C3 - User control and freedom
"O que era pra ser simples é simplesmente ineficaz. Níveis? sério? Isso não é brincadeira de niveis... Ta brincando... se nao lembrar a senha de algo sua segurança é reduzida por ser pelo email, login pelo banco? Pra que? O que isso tem a ver vom banco? NADA.",1,F1 - User access,C6 - Recognition rather than recall
"Não consigo fazer nada, não entendi fizeram um app pra obter alguns certificados como o de vacina que é o que estou tentando ter, e o app simplesmente não funciona, não consigo entrar de nenhuma forma",1,F2 - Public services,C7 - Flexibility and efficiency of use
"Fiz várias tentativas de reconhecimento facial e o app não reconhece meu rosto. Já havia feito prova de vida pelo mesmo app no meu antigo celular e deu certo, agora que precisei atualizar no novo telefone, não reconhece meu rosto. App mal projetado e deixa a gente sem saber o que fazer por conta dos erros do app.",1,F3 - Proof of life,C6 - Recognition rather than recall
Não consigo fazer o reconhecimento facial. Preciso para isso do título de eleitor e CNH. Tenho mais de 80 anos e não quero e nem preciso de nenhum dos dois documentos. Mas preciso do reconhecimento facial para fazer a minha prova de vida no Exército. Gov.br não facilita a minha vida.,1,F3 - Proof of life,C6 - Recognition rather than recall
"Eu preciso fazer a prova de vida da aeronáutica, nao consigo, quando vou fazer o reconhecimento facial o aplicativo fecha. O lado bom: ainda tenho 27 dias para resolver isso. Mas o aplicativo deveria ser uma facilidade. Eu acredito que tudo o q é do governo deveria ser serviço de excelência, deveria ser o exemplo, deveria ser o modelo a ser seguido mas a realidade é outra, muito triste. O povo é tratado como lixo, literalmente.",1,F3 - Proof of life,C7 - Flexibility and efficiency of use
"App horrível, ficamos mais de 20 minutos tentando capturar a imagem do rosto da minha mãe e só dava erro pra fazer a prova de vida dela, já o meu rosto dava certo. Nota zero pra esse App.",1,F3 - Proof of life,C6 - Recognition rather than recall
"Reconhecimento facial horrível, não consigo nem entrar no aplicativo nem fazer prova de vida dos meus familiares que precisam evitar ir ao banco fazer o reconhecimento. Se o software de reconhecimento facial não funciona, melhor coletar um conjunto de fotos, vídeos curtos e fotos segurando documentos e enviar para que algum servidor do órgão responsável avalie o caso em um período determinado de tempo.",1,F3 - Proof of life,C6 - Recognition rather than recall
"Aplicativo lento e não reconhece a detecção facial. Perdi 2 horas tentando para bloquear as tentativas. Não consigo subir o nível da minha conta para prata ou ouro para fazer minha prova de vida digitalmente para o exército. Esperar o que de um aplicativo governamental? Se tivesse como dar 0,1 estrelas eu daria. Palhaçada.",1,F3 - Proof of life,C6 - Recognition rather than recall
"olhem meus amigos, colegas ativos ou aposentados. Estamos realmente numa DITADURA DE TI // A garotada faz aplicativos, os responsáveis aprovam sem testes e tudo fica muito enrrolado. Nós, simples mortais, ficamos à mercê de trabalhar para essa turma. Hoje se perde 50% do tempo da sua vida para trabalhar para Bancos, Telefônicas, Empresas de Luz, Gás, Água e outras. Eles economizam em funcionários. Essa turma de TI acha que o planeta ficou um www e tudo deve ser resolvido assim. E eu souamigável com TI. sites, etc.... Imagino, os nossos velhinhos que não enxergam direito, tem dificuldades em tecnologia para entender essa confusão de aplicativo gov.br e os alfabetizados formais.Estou a tres dias tentando tirar o meu Comprovante de Rendimentos para Imposto de Renda (de aposentado) e até agora não consegui. Entro ali, vou lá, volto, já tentei no celular, no computador, enfim .... uma confusão de informações desconexas e que envolvem órgãos com siglas do governo das quais muitas nem conheço. Realmente lamentável .. . . Enfim, essa é a DITADURA de TI que reina no Brasil ... cordialmente / um aposentado federal. Não entendi por que está escrito que as resenhas mais úteis tem 100 palavras ou mais. iSSO é inútil. As opiniões devem ser liberadas para que sejam bem explicadas e não devem ter limite . . . use o espaço a favor de quem SOFRE com toda essa DITADURA.",1,F5 - User data,C2 - Match between system and the real world
"Péssimo aplicativo minha senha estava correta,mesmo assim deu como senha incorreta até bloquear ...pedi para enviar uma senha nova no email simplesmente não chegou...fui ate o INSS buscar uma senha provisório para utilizar o aplicativo as senhas que me deram também não funcionaram e continuou dando erro ...sou empresária ...preciso fazer o laudo do bombeiro para adquirir alvará de funcionamento....enviei uma notificação ....e me chegou uma mensagem de que vou ter resposta em 7 dias como assim??",1,F2 - Public services,C2 - Match between system and the real world
Não consigo acessar o aplicativo. SÓ DA ERRO.TENTE MAIS TARDE. E não tem outra opção. Ja cancelei e instalei novamente e da o ERRO do mesmo jeito. Onde consigo suporte?,1,F1 - User access,C10 - Help and documentation
"Instalei o app no meu celular LG K10 Power mas não consigo entrar, clico no botão entrar e app não responde nada. Já desinstalei e instalei novamente várias vezes e reinicio o celular mas o problema sempre continua. Já fiz o que vários tutoriais ensinaram no youtube e nada deu certo. O que fazer pra dar certo?",1,F1 - User access,C10 - Help and documentation
