Content,Score,Feature,Heuristic
"Horrível. Não consigo logar, fica redirecionando para o login e senha e fica bloqueando. Aí vc colocar pra criar conta ou esqueceu a senha fica redirecionando para outra página.",1,F1 - Acesso do usuário,C8 - Estética e design minimalista
"Aplicativo de centavos simplesmente horrível, não dá para criar conta uma experiência terrível e desgastante para o usuário. Deveria ser algo simples e eu não deveria estar passando raiva.",1,F1 - Acesso do usuário,C10 - Ajuda e documentação
"Péssimo aplicativo. Eles escrevem na pagina inicial criar ou acessar conta do gov, criar como? Se não existe essa opção? Então mude a forma de escrever ao invés de colocar ""criar conta"" escrevam acessar porque não existe a possibilidade de criar conta alguma por este aplicativo. Bom pelo menos comigo aconteceu assim.",1,F1 - Acesso do usuário,
"Não consegui abrir. Só dá erro. Péssimo, já o segundo dia que estou tentando instalar e só dá erro. Tentar mais tarde. Não funciona.????????",1,F1 - Acesso do usuário,C5 - Prevenção de erros
Um aplicativo de difícil acesso não faz reconhecimento fácil não evolui pra conta prata muito complicado o aplicativo sendo que todos requisitos estou seguindo.,1,F1 - Acesso do usuário,C8 - Estética e design minimalista
"Não vale uma estrela sequer. Simplesmente é IMPOSSÍVEL criar conta nesse app. Ele pede senha ANTES de se cadastrar uma senha. Torna-se um ciclo vicioso, pois, como não foi cadastrada a senha, qualquer senha digitada será SEMPRE INVÁLIDA!!! Como esse app não foi extinto e criado outro EFICIENTE, INTELIGENTE é fácil de se entender. O melhor é contratar empresa particular para refazer essa página ou trocar a empresa atual.",1,F1 - Acesso do usuário,C10 - Ajuda e documentação
"Péssimo, na parte de senha e de biometria facial o app e site são horríveis. Na parte de biometria fácil aparece ""erro in code:-10"" e na parte de senha é tão complicado que eu esqueço a senha e o pior é que não tem como salvar. O acesso a esse sistema precisa seguir o exemplo do acesso as contas bancárias, vai ficar muito mais fácil para nós usuários . No mais o sistema é péssimo em tudo, principalmente na parte de recuperar senha. Minha mãe perdeu o encceja 22 pq não conseguiu recuperar senha.",1,F1 - Acesso do usuário ,"C9 - Ajude os usuários a reconhecer, diagnosticar e recuperar erros"
"Horrível. Tentei fazer reconhecimento facial inúmeras vezes e nenhuma delas foi aceita. Mesmo com boa iluminação. Edit1 para a resposta: Querido, eu sou fotógrafo, tenha certeza que eu não tenho problemas com a qualidade da imagem. O problema da base de dados é de vocês. Eu não tenho nada a ver com isso. Só quero terminar a verificação da minha conta.",1,F1 - Acesso do usuário ,"C9 - Ajude os usuários a reconhecer, diagnosticar e recuperar erros"
"O login não se mantém. Eu quase nunca uso o app (como é de se esperar) e nas as vezes em que preciso usar, gasto muito tempo com a identificação, CPF, senha e reconhecimento facial. Precisamos abrir o app e ele estar pronto pra usar. Fazer o login todas as vezes gasta tempo e desestimula. Engraçado que eu tenho mais de 90gb em aplicativos no celular mas apenas três dão esse problema: título de eleitor, gov.br e conectsus. Talvez você esteja certo, o app seja perfeito e eu não saiba fechar um app",1,F1 - Acesso do usuário ,C7 - Eficiência e flexibilidade de uso
"Aplicativo fraco. As promessas são boas mas por exemplo: no menu principal a opção carteira só te permite cadastrar a CNH (deveria ser todos os documentos), só que nem isso funciona, você tem que baixar outro aplicativo (do DETRAN), cadastrar sua carteira lá e voltar para o aplicativo do GOV e ver que ele não cadastrou automaticamente como prometeu.",1,F5 - Dados do usuário,C7 - Eficiência e flexibilidade de uso
"Nunca avaliei mal um aplicativo, mas esse foi impossível não avaliar. Simplesmente nada funciona e não é possível passar pelo reconhecimento facial. É baixar e deletar. Nem faz sentido existir esse aplicativo na loja. Nada funciona. Em 18/5/22 tornei a precisar a utilizar o aplicativo e para minha surpresa nada continua funcionando. Pelo menos consegui resolver pelo site, mas espero nunca precisar do reconhecimento facial pra nada.",1,F3 - Prova de Vida,C0 - Nenhuma heurística
"Toda vez que tento realizar o acesso, o APP pede reconhecimento facial. Usuário e senha por algum motivo não são suficientes para acessar a conta através do APP. Destaco que o reconhecimento facial não funciona independente da posição da câmera e da iluminação do ambiente. Este APP demanda uma atualização que corrija essas limitações.",1,F3 - Prova de Vida,C0 - Nenhuma heurística
Péssimo app estou a mais de um mês tentando aumentar o nível sem sucesso. Já que não é possível acessar praticamente nada sem o aumento de nível para prata ou ouro. O sistema não reconhece a face da pessoa e fica dando erro. Ruim é pouco para esse aplicativo.,1,F4 - Assinatura Eletrônica,C4 - Consistência e padronização
"Aplicativo horrível! Sempre dá erro de identificação de rosto, iluminação, posição... Sendo que troco e continua a mesma coisa. Haja paciência e tempo! Deveria ter outra maneira de trocar senha, que não seja identificação de rosto. Palhaçada.",1,F1 - Acesso do usuário ,C7 - Eficiência e flexibilidade de uso
"Péssimo, horrível, estressante. Não indentifica o rosto de maneira nenhuma! Além de difícil acesso têm que ficar colocando o Cpf uma vida inteira. Fica impossível realizar o cadastro dessa forma. Pessimo desenvolvimento do app deveria ter uma forma mais fácil ja que têm essa falha.",1,F1 - Acesso do usuário ,C6 - Reconhecimento em vez de recordação
"Lixo de app. Se vc ativar a verificação de duas etapas e tiver o celular roubado ou desinstalar e instalar o app de novo,perde acesso a sua conta pra sempre e não tem canal de suporte nenhum. Não consigo fechar minha MEI, estou tentando recuperar o acesso ha meses. A validação facil não funciona e a bancária não reconhece nenhuma senha. É o app mais de FDP q eu ja vi na vida, coisa de gente podre e incompetente. Lixo de app, lixo de equipe q desenvolveu,lixo de suporte",1,F5 - Dados do usuário,C2 - Correspondência entre o sistema e o mundo real
"Péssimo, péssimo, péssimo, não merece nenhuma estrela!!!!! Não consegue nem entrar, minha filha não vai fazer Enem porque não conseguiu criar uma conta nesse aplicativo, não consigo acreditar que um APP desses seja tão mau elaborado!!!!!! Não facilitou em nada, pelo contrário, só atrapalha!!!!!",1,F3 - Prova de Vida,C1 - Visibilidade do Status do sistema
"Péssimo aplicativo, nada funciona direito. Tudo que preciso fazer pede pra aumentar o nível, mas nenhuma opção para aumentar esse nível funciona, não me permite reconhecimento facial, e pelos bancos também da erro, ou seja, estou travado sem conseguir fazer nada.",1,F3 - Prova de Vida,C3 - Controle e liberdade para o usuário
"Aplicativo cheio de erros. A incompetência, realmente, domina esse governo. Os detalhes do problema já foi narrado por mim e todos aqui. E não adianta vocês repassarem o mesmo endereço e pedir pra que as pessoas entrem nele, pois é o mesmo que jogar o problema pra cima do usuário, quando na verdade, ele é de vocês. Refaçam o aplicativo, pous este, não funciona.",1,F4 - Assinatura Eletrônica,C8 - Estética e design minimalista
"Péssimo, horrível, ainda precisa melhorar e muito, passei 30 minutos tentando recuperar a senha, sempre dando erro. E ainda tem uma exigência na recuperação da senha para não ter um rebaixamento no tipo de conta, como pode? O APP quase não me reconhece.",1,F3 - Prova de Vida,"C9 - Ajude os usuários a reconhecer, diagnosticar e recuperar erros"
"Estava funcionando bem, mas mudei de aparelho não consigo logar nesse aparelho. Tentei por vários dias, reconhecimento facial até bloquear, por meio de banco, o SMS para confirmação em duas etapas, simplesmente não é enviado. Complicado.",1,F4 - Assinatura Eletrônica,C10 - Ajuda e documentação
"APP, site péssimos. Confuso, difícil de fazer cadastro, difícil acesso, tem opção de consultas que ñ tem como digitar seus dados, muito ruim parece que foi planejado para ser cansativo e provocar desistência de acesso. PÉSSIMO",1,,
"Ruim. Nunca consegui acessar o app de forma eficiente. Fiz castramento facial, gravei uma senha mas quando vou usar o app pede tudo novamente: senha, reconhecimento facial e por aí vai. Resumindo é um app interessante mas que não funciona como deveria. Avaliação 0. Assim é impossível.",1,,
"Impossível acessar e nenhum FAQ com intuito real de resolver o problema do usuário. Cada hora é um erro diferente: falha de credenciais, biometria não encontrada, sistema Denatran não comunica com o aplicativo, TSE não disponibilizou dados do usuário... quer integrar tudo, mas não consegue integrar nada!",1,F1 - Acesso do usuário,C5 - Prevenção de erros
A proposta é boa mas não funciona. Eu tento fazer qualquer coisa ele fala que minha conta n é verificada o suficiente e pede pra fazer verificação facial. Nesse ponto ele nunca reconhece meu rosto e diz que não é igual a base de dados deles. Eé isso munca mais sai dessa fase o app fica inútil. Não serve pra nada.,1,F3 - Prova de Vida,C4 - Consistência e padronização
"horrível, ficamos horrorizados com a burocracia, tanta demora, antes era bem mais fácil quando falávamos com servidores, via telefone, ou solicitávamos através de ofícios, éramos muito bem atendidos e direcionados! o ser humano é era mais valorizado, agora somos apenas números e letras.??",1,F4 - Assinatura Eletrônica,C7 - Eficiência e flexibilidade de uso
"O app não consegue fazer o meu reconhecimento facial. Sigo exatamente as orientações, o app está atualizado, já limpei o cache, limpei os dados, liberei todas as permissões e mesmo assim não é possível fazer o reconhecimento facial.",1,F3 - Prova de Vida,C6 - Reconhecimento em vez de recordação
Péssima a minha experiência e estarei saindo desse aplicativo que trabalha junto com o mei fácil outro app péssimo. Só serve para empréstimo bancário ou sei lá o que. Deu que meu mei foi feito com sucesso e só aparece os dados de um CNPJ de Goiás nome de outra pessoa. Muito triste esses tráficos de dados. Em pouco tempo vi toda a situação da empresa da pessoa. Inclusive que tem diversos boletos que aguardam aprovação. Triste e estamos cada vez mais expostos e não podemos mais confiar em app????,1,F4 - Assinatura Eletrônica,C2 - Correspondência entre o sistema e o mundo real
"Impossível fazer o reconhecimento facial, mesmo verificando as condições de iluminação. Extremamente frustrante. É a primeira API que sofro dessa maneira e não existe modal dentro da aplicação para abrir um ticket relativo a isso.",1,F3 - Prova de Vida,C1 - Visibilidade do Status do sistema
"Horrível! Diz que a iluminação está ruim mesmo não estando, fica mandando olhar pra frente e enquadrar o rosto. Quando dá que a captura da foto foi concluída, da tempo excedido. Muito Complicado ??????.",1,F4 - Assinatura Eletrônica,C3 - Controle e liberdade para o usuário
"3 meses e não consigo passar para nivel ouro. Inclusive minha foto já aparece no app, mas pede bater foto de novo, e de novo, de novo, de novo, até que esgota as tentativas diárias e dá erro, por mais que todas as fotos sejam aceitas.",1,F3 - Prova de Vida,C8 - Estética e design minimalista
"Não consigo passar para prata. Pois dá erro em quaisquer dos bancos aprovados que tenho conta. Ouro nem pensar pois o cadastro biométrico não existe mais... Horrível, horrível, horrível. Nós ficamos a mercê de um sistema de previdência falido, um programa que une cadastro e não deixa vc fazer nada pra resolver sua vida... Não sei pra quê existe esse programa gov.... Vcs precisam atualizar a forma de aceitar ouro e prata. Nem ir ao banco pessoalmente adianta ... Será que vcs podem facilitar?",1,F4 - Assinatura Eletrônica,"C9 - Ajude os usuários a reconhecer, diagnosticar e recuperar erros"
Péssimo serviço! O sistema não reconhece o sistema facial. Ridículo ! Para ter acesso ao aplicativo acho um absurdo utilizar o meio de banco. É proposital falar que está ocorrendo erro quando tenta cadastrar pelo reconhecimento facial,1,F3 - Prova de Vida,C10 - Ajuda e documentação
"Estou a dias com uma enorme dificuldade de atualizar o cadastro e a biometria facial, o app e péssimo além da demora e a dificuldade de identificação facial, se foi para auxiliar afirmo que tá dificultando o acesso de milhares de usuários.",1,F4 - Assinatura Eletrônica,C10 - Ajuda e documentação
"Simplesmente não funciona! Tentei várias vezes o reconhecimento facial, em vários ambientes, nunca consegue fazer, aparecendo sempre a mesma mensagem, ""Reconhecimento facial não realizado, Não foi possível validar sua foto com os dados informados"". Reeditando minha opinião, continua a mesma droga, sem conseguir fazer o reconhecimento facial. Não serve para nada, somos assim!",1,,
"Horrível, fiz atualização e não consigo passar da tela inicial, tanto no celular como no computador, tentei 300 senhas achando que poderia ser isso e nada, pedi recuperação de senha com biometria, com QR e não funciona, nem o reconhecimento facial abre, volta na tela inicial. Porque tudo que é do governo não funciona?",1,,
"Não consigo sair do nível bronze, tento o reconhecimento facial e a tela de aguarde fica eternamente rodando sem sair disso. Algo que é obrigatório para acessar os serviços a que temos direito que não funciona é não querer que tenhamos direito algum. Péssimo. Esse app é um castigo.",1,,
"Mais uma prova da incompetência relacionada a área tecnológica nacional, afirmo isso porque são frequentes os problemas. Desta vez, há semanas aparece a mensagem que não foi possível logar pela CEF e, de maneira inútil, solicita que se faça outra tentativa mais tarde. Enfim, essa é apenas mais uma situação deprimente deste país cada vez mais deprimente ..",1,,
Para quem era servidor e acessava facilmente as informações pelo SIGEPE agora tem uma infinidade de informações e menus inúteis para tentar localizar as informações. Além de tudo tem vários dados faltantes. Alteraram os sistemas para piorar.,1,,
"É mentira que houve melhoras no app, não acreditem, continua o mesmo lixo. A impressão é que fizeram o app mas não querem que seja usado. Continua humanamente impossivel fazer a identificação facial. Já tentei com diversos aparelhos telefonicos, inclusive com as melhores camêras fotograficas existentes atualmente, mas as desculpas dadas pelo app continuam as mesmas. UM LIXO. Desisti mais uma vez.",1,,
Estou a mais de 1hora tentando fazer o cadastramento em 3 celulares diferentes e não consigo. da erro quando consegue finalizar o reconhecimento facial! isso quando consigo! um absurdo. para que uma plataforma que não atende o cidadão???,1,,
"Aplicativo péssimo, não faz reconhecimento facial , só fica mandando olhar pra frente e aproximar o rosto , qdo parece que vai dar , diz que a iluminação é estranha, a gente tenta muitas vezes e limita o acesso e não resolve nada , não merece nenhuma estrela.",1,,
"Instalei o app para poder salvar online a minha declaração de IR. Porém, quando vou acessá-lo, diz que preciso atualizá-lo. Ao clicar em ""atualizar"", o app diz para ""aguardar"". Todavia, já deixei aguardando mais de dez minutos e o sistema não saiu do lugar, ou seja, ficou travado. Além das dificuldades e os botes que o LEÃO nos dá, ainda temos que lidar com a ineficiência operacional dos sistemas do governo.",1,,
"Agora diz que a versão está incompatível. Usei por vários dias. É só estresse esse app. Quase impossível navegar dentro desse app. Se a pessoa quer saber Se têm direto ap pasep Por exemplo, umas 4 horas para configurar, colocar dados e até encontrar o ministério da econômica Enfim , muitas opções e nenhum suporte.",1,F2 - Serviços Públicos,C7 - Eficiência e flexibilidade de uso
"Faz dois dias que esse App não evolui para criar a conta, indica sempre outras opções para fazer o cadastro, ai vc idiota, vai lá nas opções e elas te indicam fazer o login primeiro pelo gov.br. Que nunca abre a tela para novo cadastro. Para novos cadastros, deveria ter um campo separado do login de entrada. O sistema está nitidamente corrompido. Mesmo assim tentei, e advinha, acabei bloqueado! Lamentável!",1,F1 - Acesso do usuário ,C5 - Prevenção de erros
"Droga de app, se foi feito pra ajudar, só atrapalha... desgraça. Quero pagar o DARF, não consigo...,porque não consigo fazer reconhecimento fácil, tentei várias vezes e não consegui, só amanhã. Absurdo. Tem que ter várias outras formas de se entrar no app. Já vi app ruim, essebateu o recorde. Erassssss",1,F1 - Acesso do usuário ,C5 - Prevenção de erros
"Ruim e mostra a incopetência do nosso estado no tocante a assuntos digitais. Primeiro não foi possível realizar meu cadastro pelo site simplesmente pq aparece direito na opção de logar sem aparecer a de criar a conta, e agora que tento fazê-lo pelo aplicativo este dá problema e não abre. Incrível acreditar que isso se trata de algo feito por um governo e não por um programador iniciante.",1,F1 - Acesso do usuário ,C0 - Nenhuma heurística
"Horrível , o site pede para baixar para fazer verificação e um tal upgrade para Gold de confiança... confiança em que?! Mesmo tentando eles fazem por onde acessar conta de banco etc, diz que não é possível fazer reconhecimento sem nenhuma outra alternativa, e fica nesse loop... onde nada é possível de ser feito! Péssimo aplicativo",1,F1 - Acesso do usuário ,C10 - Ajuda e documentação
"Que coisa sem sentido, pede para fazer o reconhecimento facial, você segue o passo a passo de como tem que ser feito, quando você salva simplesmente da erro, não aparece nenhum feedback dizendo qual é o erro e você não tem acesso ao aplicativo por conta do mesmo não ter reconhecido sua fase kkkkkk pracaba mesmo querem fazer algo para facilitar e acabam dificultando tudo.",1,F1 - Acesso do usuário ,C5 - Prevenção de erros
